pathway,database,set_size,n_sig_contrasts,NES_Aging,NES_Training_Young,NES_Training_Old,NES_Interaction,NES_Reversal,padj_Aging,padj_Training_Young,padj_Training_Old,padj_Interaction,padj_Reversal,survives_J03,survives_J05,survives_J07
WP_FATTY_ACID_BIOSYNTHESIS,WikiPathways,12,2,1.973,-0.925,-1.793,-1.23,-2.182,0.01163,0.8996,0.1168,0.5272,3.262e-4,TRUE,TRUE,TRUE
WP_TRYPTOPHAN_METABOLISM,WikiPathways,11,2,1.934,-1.386,-1.572,0.437,-1.969,0.01163,0.4195,0.3558,0.9993,0.01113,TRUE,TRUE,TRUE
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,WikiPathways,40,2,-1.518,-3.014,0.988,2.977,1.625,0.1459,2.201e-14,0.7693,9.187e-16,0.09964,FALSE,FALSE,FALSE
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY,WikiPathways,25,2,-1.466,-2.185,-2.006,1.762,1.146,0.2656,5.095e-4,0.01268,0.05342,0.5996,TRUE,TRUE,TRUE
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS,WikiPathways,10,2,-1.533,-2.141,0.859,2.223,1.392,0.2691,0.001017,0.8457,4.791e-5,0.3718,TRUE,TRUE,TRUE
WP_17P133_YWHAE_COPY_NUMBER_VARIATION,WikiPathways,15,2,1.388,1.979,1.089,-1.886,-0.998,0.422,0.006125,0.6871,0.04024,0.7545,TRUE,TRUE,TRUE
WP_5Q35_COPY_NUMBER_VARIATION,WikiPathways,25,2,-1.293,-2.267,0.868,2.15,1.404,0.4861,1.671e-4,0.8672,5.344e-4,0.3289,TRUE,TRUE,TRUE
WP_OXIDATIVE_PHOSPHORYLATION,WikiPathways,49,2,-1.085,-3.065,-0.722,2.671,0.864,0.7468,2.951e-16,0.9657,5.659e-10,0.8791,FALSE,FALSE,TRUE
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,WikiPathways,89,2,-0.948,-3.005,0.678,2.941,1.026,0.8884,3.648e-17,0.9871,2.595e-17,0.7289,FALSE,FALSE,TRUE
WP_VEGFAVEGFR2_SIGNALING,WikiPathways,147,2,-0.869,1.841,1.807,-1.087,1.326,0.9592,2.302e-4,0.003783,0.6019,0.2378,TRUE,TRUE,TRUE
WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY,WikiPathways,19,2,0.61,-2.247,0.874,2.214,-0.618,0.9881,1.671e-4,0.8457,5.344e-4,0.9589,FALSE,FALSE,TRUE
WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION,WikiPathways,10,1,1.946,-1.324,-1.164,1.062,-1.631,0.01359,0.507,0.6406,0.6753,0.2046,TRUE,TRUE,TRUE
WP_VITAMIN_B12_METABOLISM,WikiPathways,12,1,1.955,0.752,-1.261,-1.274,-1.617,0.01424,0.9812,0.5919,0.4926,0.2046,TRUE,TRUE,TRUE
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK,WikiPathways,14,1,1.909,-0.954,-1.151,0.965,-1.858,0.01708,0.8996,0.6406,0.7865,0.05397,TRUE,TRUE,TRUE
WP_TRANSLATION_FACTORS,WikiPathways,38,1,-1.879,1.418,0.965,-1.093,1.78,0.01708,0.3463,0.7839,0.6281,0.05397,TRUE,TRUE,TRUE
WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE,WikiPathways,18,1,1.911,1.465,1.746,-1.207,-1.56,0.01732,0.3599,0.1168,0.5272,0.2238,FALSE,FALSE,TRUE
WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS,WikiPathways,12,1,1.857,-0.585,-1.006,-0.499,-1.837,0.03014,0.9902,0.7521,0.9993,0.07485,TRUE,TRUE,TRUE
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,WikiPathways,28,1,1.775,1.483,-1.06,-1.33,-1.54,0.04092,0.3392,0.6871,0.3743,0.2046,TRUE,TRUE,TRUE
WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES,WikiPathways,10,1,1.455,-1.87,-1.012,1.771,-1.331,0.34,0.0391,0.7521,0.06388,0.4342,TRUE,TRUE,TRUE
WP_VASOPRESSINREGULATED_WATER_REABSORPTION,WikiPathways,21,1,1.373,1.735,-0.917,-2.051,-1.485,0.422,0.09453,0.8132,0.004877,0.2621,TRUE,TRUE,TRUE
WP_FOCAL_ADHESION,WikiPathways,54,1,-1.243,-1.577,1.118,1.88,1.277,0.4861,0.1317,0.6406,0.004877,0.3718,TRUE,TRUE,TRUE
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME,WikiPathways,19,1,1.116,1.595,0.849,-1.945,-1.05,0.7468,0.2322,0.8672,0.01546,0.7179,TRUE,TRUE,TRUE
WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM,WikiPathways,44,1,-1.014,1.737,1.258,-1.351,1.306,0.8577,0.03961,0.5307,0.322,0.3718,TRUE,TRUE,TRUE
WP_13Q1212_COPY_NUMBER_VARIATION,WikiPathways,16,1,-0.896,-1.285,-2.125,-1.436,-1.046,0.8908,0.5134,0.005547,0.322,0.7212,TRUE,TRUE,TRUE
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING,WikiPathways,50,1,-0.903,-1.243,1.064,1.694,1.044,0.9231,0.4698,0.6871,0.03221,0.7063,TRUE,TRUE,TRUE
WP_16P122_COPY_NUMBER_VARIATION_SYNDROME_520KB,WikiPathways,30,1,-0.803,-1.38,1.135,1.931,0.888,0.9592,0.3755,0.6406,0.01051,0.8763,TRUE,TRUE,TRUE
WP_MITOCHONDRIAL_COMPLEX_III_ASSEMBLY,WikiPathways,11,1,-0.734,-1.68,1.101,2.002,0.639,0.9592,0.1689,0.6871,0.008235,0.9553,FALSE,FALSE,TRUE
WP_PI3KAKT_SIGNALING,WikiPathways,42,1,-0.795,-1.42,0.869,1.792,0.958,0.9592,0.3348,0.8672,0.03221,0.7935,FALSE,FALSE,TRUE
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION,WikiPathways,13,1,0.467,1.797,0.993,-2.012,0.651,0.9939,0.07767,0.7628,0.01051,0.9553,TRUE,TRUE,TRUE
