set_name,cluster_id,representative_term,cluster_label,n_member_terms,n_genes,member_terms_list
SP_204_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALI,204,WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALING,HOSTPATHOGEN INTERACTION OF HUMAN CORONAVIRUSES MAPK SIGNALING,6,78,KEGG_MEDICUS_REFERENCE_MLK_JNK_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY; REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS; WP_CANNABINOID_RECEPTOR_SIGNALING; WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALING; WP_MAPK_SIGNALING_AND_ARTD_FAMILY_MEMBERS
SP_205_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,205,REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,TRANSLATION OF SARS COV 2 STRUCTURAL PROTEINS,6,99,KEGG_MEDICUS_REFERENCE_N_GLYCAN_BIOSYNTHESIS; KEGG_N_GLYCAN_BIOSYNTHESIS; REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN; REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS; WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS; WP_NGLYCAN_BIOSYNTHESIS
SP_206_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG6_TO_OST,206,KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG6_TO_OST,REFERENCE N GLYCAN PRECURSOR BIOSYNTHESIS ALG6 TO OST,1,11,KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG6_TO_OST
SP_207_TRYPTOPHAN_METABOLISM,207,KEGG_TRYPTOPHAN_METABOLISM,TRYPTOPHAN METABOLISM,7,71,KEGG_MEDICUS_REFERENCE_NAD_BIOSYNTHESIS; KEGG_TRYPTOPHAN_METABOLISM; REACTOME_TRYPTOPHAN_CATABOLISM; WP_IDO_METABOLIC_PATHWAY; WP_KYNURENINE_PATHWAY_AND_LINKS_TO_CELL_SENESCENCE; WP_TRYPTOPHAN_CATABOLISM_LEADING_TO_NAD_PRODUCTION; WP_TRYPTOPHAN_METABOLISM
SP_208_DNA_PK_PATHWAY,208,PID_DNA_PK_PATHWAY,DNA PK PATHWAY,5,25,KEGG_MEDICUS_REFERENCE_NON_HOMOLOGOUS_END_JOINING; KEGG_MEDICUS_REFERENCE_V_D_J_RECOMBINATION; KEGG_NON_HOMOLOGOUS_END_JOINING; PID_DNA_PK_PATHWAY; WP_NONHOMOLOGOUS_END_JOINING
SP_209_SIGNALING_BY_NOTCH2,209,REACTOME_SIGNALING_BY_NOTCH2,SIGNALING BY NOTCH2,11,85,KEGG_MEDICUS_REFERENCE_NOTCH_PROTEOLYTIC_ACTIVATION; PID_SYNDECAN_3_PATHWAY; REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS; REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS; REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS; REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS; REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS; REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR; REACTOME_SIGNALING_BY_NOTCH2; REACTOME_TGFBR3_PTM_REGULATION
SP_210_SARS_COV_2_HOST_INTERACTIONS,210,REACTOME_SARS_COV_2_HOST_INTERACTIONS,SARS COV 2 HOST INTERACTIONS,26,680,KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA; REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS; REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS; REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS; REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS; REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN; REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY; REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN; REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY; REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION
SP_211_ERB_GENOMIC_PATHWAY,211,PID_ERB_GENOMIC_PATHWAY,ERB GENOMIC PATHWAY,2,22,KEGG_MEDICUS_REFERENCE_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY; PID_ERB_GENOMIC_PATHWAY
SP_212_REFERENCE_ORGANIZATION_OF_THE_INNER_KINETOCHORE,212,KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_INNER_KINETOCHORE,REFERENCE ORGANIZATION OF THE INNER KINETOCHORE,1,17,KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_INNER_KINETOCHORE
SP_213_NUCLEOTIDE_CATABOLISM,213,REACTOME_NUCLEOTIDE_CATABOLISM,NUCLEOTIDE CATABOLISM,5,56,KEGG_MEDICUS_REFERENCE_PURINE_SALVAGE_PATHWAY_ADENINE_TO_AMP; KEGG_MEDICUS_REFERENCE_PURINE_SALVAGE_PATHWAY_HYPOXANTHINE_GUANINE_TO_IMP_GMP; KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM; REACTOME_NUCLEOTIDE_CATABOLISM; REACTOME_PURINE_CATABOLISM
SP_214_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEAN,214,WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION,REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASEANAPHASE TRANSITION,2,18,KEGG_MEDICUS_REFERENCE_RECRUITMENT_AND_FORMATION_OF_THE_MCC; WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION
SP_215_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PATHWAY_ADA,215,KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PATHWAY_ADAPTOR_PROTEINS,REFERENCE REGULATION OF GF RTK RAS ERK SIGNALING PATHWAY ADAPTOR PROTEINS,1,10,KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PATHWAY_ADAPTOR_PROTEINS
SP_216_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,216,REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,MAPK TARGETS NUCLEAR EVENTS MEDIATED BY MAP KINASES,5,52,KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PTP; REACTOME_ERK_MAPK_TARGETS; REACTOME_ERKS_ARE_INACTIVATED; REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES; REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION
SP_217_EXTENSION_OF_TELOMERES,217,REACTOME_EXTENSION_OF_TELOMERES,EXTENSION OF TELOMERES,7,52,KEGG_MEDICUS_REFERENCE_TELOMERE_ELONGATION; REACTOME_EXTENSION_OF_TELOMERES; REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE; REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE; REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS; REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION; REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE
SP_218_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND,218,WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM,CLASSICAL PATHWAY OF STEROIDOGENESIS WITH GLUCOCORTICOID AND MINERALOCORTICOID METABOLISM,7,37,KEGG_MEDICUS_REFERENCE_TESTOSTERONE_BIOSYNTHESIS; REACTOME_ANDROGEN_BIOSYNTHESIS; REACTOME_GLUCOCORTICOID_BIOSYNTHESIS; WP_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS; WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM; WP_MALE_STEROID_HORMONES_IN_CARDIOMYOCYTE_ENERGY_METABOLISM; WP_STEROID_BIOSYNTHESIS
SP_219_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS,219,REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS,RNA POLYMERASE II PRE TRANSCRIPTION EVENTS,16,286,KEGG_MEDICUS_REFERENCE_TRANSCRIPTION_COUPLED_NER; REACTOME_FGFR2_ALTERNATIVE_SPLICING; REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION; REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX; REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX; REACTOME_MICRORNA_MIRNA_BIOGENESIS; REACTOME_MRNA_CAPPING; REACTOME_MRNA_SPLICING_MINOR_PATHWAY; REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS; REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION
SP_220_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,220,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,METABOLISM OF AMINO ACIDS AND DERIVATIVES,17,718,KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION; KEGG_RIBOSOME; REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S; REACTOME_CELLULAR_RESPONSE_TO_STARVATION; REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION; REACTOME_EUKARYOTIC_TRANSLATION_INITIATION; REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES; REACTOME_NONSENSE_MEDIATED_DECAY_NMD; REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS; REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY
SP_221_WNT_SIGNALING_PATHWAY,221,PID_WNT_SIGNALING_PATHWAY,WNT SIGNALING PATHWAY,5,48,KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_LGR_RSPO; KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_SOST_LRP4; KEGG_MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY; PID_WNT_SIGNALING_PATHWAY; REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION
SP_222_VARIANT_DELETED_DMD_TO_DYSTROPHIN_ASSOCIATED_PROTEIN_COMPLEX,222,KEGG_MEDICUS_VARIANT_DELETED_DMD_TO_DYSTROPHIN_ASSOCIATED_PROTEIN_COMPLEX,VARIANT DELETED DMD TO DYSTROPHIN ASSOCIATED PROTEIN COMPLEX,1,10,KEGG_MEDICUS_VARIANT_DELETED_DMD_TO_DYSTROPHIN_ASSOCIATED_PROTEIN_COMPLEX
SP_223_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_PROGERIA,223,WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_PROGERIA,EFFECT OF PROGERIN ON GENES INVOLVED IN PROGERIA,3,64,KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION; REACTOME_INTERLEUKIN_7_SIGNALING; WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_PROGERIA
SP_224_HIF2PATHWAY,224,PID_HIF2PATHWAY,HIF2PATHWAY,3,50,KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY; PID_HIF1A_PATHWAY; PID_HIF2PATHWAY
SP_225_VARIANT_MLL_AF4_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION,225,KEGG_MEDICUS_VARIANT_MLL_AF4_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION,VARIANT MLL AF4 FUSION TO TRANSCRIPTIONAL ACTIVATION,1,26,KEGG_MEDICUS_VARIANT_MLL_AF4_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION
SP_226_VARIANT_MLL_ENL_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION,226,KEGG_MEDICUS_VARIANT_MLL_ENL_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION,VARIANT MLL ENL FUSION TO TRANSCRIPTIONAL ACTIVATION,1,13,KEGG_MEDICUS_VARIANT_MLL_ENL_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION
SP_227_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_,227,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION,REGULATION OF MITF M DEPENDENT GENES INVOLVED IN CELL CYCLE AND PROLIFERATION,5,44,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_APC_TO_WNT_SIGNALING_PATHWAY; KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_AXIN_TO_WNT_SIGNALING_PATHWAY; REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION; REACTOME_REPRESSION_OF_WNT_TARGET_GENES; WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS
SP_228_VARIANT_OLIGOMERIC_CONFORMATION_PRPC_TO_ANTEROGRADE_AXONAL_T,228,KEGG_MEDICUS_VARIANT_OLIGOMERIC_CONFORMATION_PRPC_TO_ANTEROGRADE_AXONAL_TRANSPORT,VARIANT OLIGOMERIC CONFORMATION PRPC TO ANTEROGRADE AXONAL TRANSPORT,2,18,KEGG_MEDICUS_VARIANT_OLIGOMERIC_CONFORMATION_PRPC_TO_ANTEROGRADE_AXONAL_TRANSPORT; REACTOME_RHO_GTPASES_ACTIVATE_KTN1
SP_229_VARIANT_TEL_AML1_FUSION_TO_TRANSCRIPTIONAL_REPRESSION,229,KEGG_MEDICUS_VARIANT_TEL_AML1_FUSION_TO_TRANSCRIPTIONAL_REPRESSION,VARIANT TEL AML1 FUSION TO TRANSCRIPTIONAL REPRESSION,1,11,KEGG_MEDICUS_VARIANT_TEL_AML1_FUSION_TO_TRANSCRIPTIONAL_REPRESSION
SP_230_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,230,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,NATURAL KILLER CELL MEDIATED CYTOTOXICITY,2,164,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY; PID_CD8_TCR_DOWNSTREAM_PATHWAY
SP_231_GPCR_LIGAND_BINDING,231,REACTOME_GPCR_LIGAND_BINDING,GPCR LIGAND BINDING,8,781,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION; REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS; REACTOME_G_ALPHA_I_SIGNALLING_EVENTS; REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS; REACTOME_GPCR_LIGAND_BINDING; REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS; WP_GPCRS_CLASS_A_RHODOPSINLIKE; WP_PEPTIDE_GPCRS
SP_232_NITROGEN_METABOLISM,232,KEGG_NITROGEN_METABOLISM,NITROGEN METABOLISM,2,23,KEGG_NITROGEN_METABOLISM; REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE
SP_233_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,233,KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,NOD LIKE RECEPTOR SIGNALING PATHWAY,2,77,KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY; WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY
SP_234_O_LINKED_GLYCOSYLATION,234,REACTOME_O_LINKED_GLYCOSYLATION,O LINKED GLYCOSYLATION,7,128,KEGG_O_GLYCAN_BIOSYNTHESIS; REACTOME_DECTIN_2_FAMILY; REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS; REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC; REACTOME_O_LINKED_GLYCOSYLATION; REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS; REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS
SP_235_OLFACTORY_SIGNALING_PATHWAY,235,REACTOME_OLFACTORY_SIGNALING_PATHWAY,OLFACTORY SIGNALING PATHWAY,2,447,KEGG_OLFACTORY_TRANSDUCTION; REACTOME_OLFACTORY_SIGNALING_PATHWAY
SP_236_ONECARBON_METABOLISM,236,WP_ONECARBON_METABOLISM,ONECARBON METABOLISM,4,39,KEGG_ONE_CARBON_POOL_BY_FOLATE; REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES; WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT; WP_ONECARBON_METABOLISM
SP_237_OOCYTE_MEIOSIS,237,KEGG_OOCYTE_MEIOSIS,OOCYTE MEIOSIS,2,147,KEGG_OOCYTE_MEIOSIS; KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
SP_238_OTHER_GLYCAN_DEGRADATION,238,KEGG_OTHER_GLYCAN_DEGRADATION,OTHER GLYCAN DEGRADATION,1,16,KEGG_OTHER_GLYCAN_DEGRADATION
SP_239_VITAMIN_B5_PANTOTHENATE_METABOLISM,239,REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,VITAMIN B5 PANTOTHENATE METABOLISM,2,25,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS; REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM
SP_240_PENTOSE_PHOSPHATE_PATHWAY,240,KEGG_PENTOSE_PHOSPHATE_PATHWAY,PENTOSE PHOSPHATE PATHWAY,2,28,KEGG_PENTOSE_PHOSPHATE_PATHWAY; REACTOME_PENTOSE_PHOSPHATE_PATHWAY
SP_241_PEROXISOME,241,KEGG_PEROXISOME,PEROXISOME,4,97,KEGG_PEROXISOME; REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS; REACTOME_PEROXISOMAL_LIPID_METABOLISM; REACTOME_PEROXISOMAL_PROTEIN_IMPORT
SP_242_PPAR_SIGNALING_PATHWAY,242,KEGG_PPAR_SIGNALING_PATHWAY,PPAR SIGNALING PATHWAY,3,75,KEGG_PPAR_SIGNALING_PATHWAY; WP_PPAR_SIGNALING; WP_PPARALPHA_PATHWAY
SP_243_PRIMARY_IMMUNODEFICIENCY,243,KEGG_PRIMARY_IMMUNODEFICIENCY,PRIMARY IMMUNODEFICIENCY,1,35,KEGG_PRIMARY_IMMUNODEFICIENCY
SP_244_PROTEIN_EXPORT,244,KEGG_PROTEIN_EXPORT,PROTEIN EXPORT,1,24,KEGG_PROTEIN_EXPORT
SP_245_PURINE_METABOLISM,245,KEGG_PURINE_METABOLISM,PURINE METABOLISM,5,206,KEGG_PURINE_METABOLISM; KEGG_PYRIMIDINE_METABOLISM; REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES; REACTOME_METABOLISM_OF_NUCLEOTIDES; WP_PYRIMIDINE_METABOLISM
SP_246_RAS_AND_BRADYKININ_PATHWAYS_IN_COVID19,246,WP_RAS_AND_BRADYKININ_PATHWAYS_IN_COVID19,RAS AND BRADYKININ PATHWAYS IN COVID19,4,50,KEGG_RENIN_ANGIOTENSIN_SYSTEM; REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS; WP_ACE_INHIBITOR_PATHWAY; WP_RAS_AND_BRADYKININ_PATHWAYS_IN_COVID19
SP_247_RIBOFLAVIN_METABOLISM,247,KEGG_RIBOFLAVIN_METABOLISM,RIBOFLAVIN METABOLISM,1,16,KEGG_RIBOFLAVIN_METABOLISM
SP_248_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,248,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,DDX58 IFIH1 MEDIATED INDUCTION OF INTERFERON ALPHA BETA,7,108,KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY; REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA; REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING; REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10; REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY; REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION; WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_PATHWAY
SP_249_RNA_DEGRADATION,249,KEGG_RNA_DEGRADATION,RNA DEGRADATION,3,75,KEGG_RNA_DEGRADATION; REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY; REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE
SP_250_SELENOAMINO_ACID_METABOLISM,250,KEGG_SELENOAMINO_ACID_METABOLISM,SELENOAMINO ACID METABOLISM,1,26,KEGG_SELENOAMINO_ACID_METABOLISM
SP_251_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,251,KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,SNARE INTERACTIONS IN VESICULAR TRANSPORT,1,38,KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT
SP_252_SPHINGOLIPID_METABOLISM,252,KEGG_SPHINGOLIPID_METABOLISM,SPHINGOLIPID METABOLISM,8,100,KEGG_SPHINGOLIPID_METABOLISM; REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS; WP_METABOLISM_OF_SPHINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS; WP_SPHINGOLIPID_METABOLISM_IN_SENESCENCE; WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY; WP_SPHINGOLIPID_METABOLISM_OVERVIEW; WP_SPHINGOLIPID_PATHWAY; WP_SYNTHESIS_OF_CERAMIDES_AND_1DEOXYCERAMIDES
SP_253_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,253,REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA,4,327,KEGG_SPLICEOSOME; REACTOME_MRNA_SPLICING; REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA; WP_MRNA_PROCESSING
SP_254_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,254,REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,CYTOSOLIC SULFONATION OF SMALL MOLECULES,3,32,KEGG_SULFUR_METABOLISM; REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES; WP_SULFATION_BIOTRANSFORMATION_REACTION
SP_255_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,255,REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,EPIGENETIC REGULATION OF GENE EXPRESSION,74,1822,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS; REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3; REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS; REACTOME_AMYLOID_FIBER_FORMATION; REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION; REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION; REACTOME_BASE_EXCISION_REPAIR; REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION; REACTOME_CELLULAR_SENESCENCE; REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT
SP_256_TASTE_TRANSDUCTION,256,KEGG_TASTE_TRANSDUCTION,TASTE TRANSDUCTION,3,76,KEGG_TASTE_TRANSDUCTION; REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS; REACTOME_SENSORY_PERCEPTION_OF_TASTE
SP_257_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,257,REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,AFLATOXIN ACTIVATION AND DETOXIFICATION,3,32,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM; REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION; REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING
SP_258_TGF_BETA_SIGNALING_PATHWAY,258,KEGG_TGF_BETA_SIGNALING_PATHWAY,TGF BETA SIGNALING PATHWAY,3,120,KEGG_TGF_BETA_SIGNALING_PATHWAY; WP_TGFBETA_RECEPTOR_SIGNALING; WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS
SP_259_TYPE_II_DIABETES_MELLITUS,259,KEGG_TYPE_II_DIABETES_MELLITUS,TYPE II DIABETES MELLITUS,3,63,KEGG_TYPE_II_DIABETES_MELLITUS; WP_ROLES_OF_CERAMIDES_IN_DEVELOPMENT_OF_INSULIN_RESISTANCE; WP_TYPE_II_DIABETES_MELLITUS
SP_260_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,260,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,CLASS I MHC MEDIATED ANTIGEN PROCESSING PRESENTATION,4,490,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS; REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION; REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION; REACTOME_NEDDYLATION
SP_261_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,261,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,VALINE LEUCINE AND ISOLEUCINE BIOSYNTHESIS,1,11,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS
